pixel,latitude,longitude,velocity_detrended,cluster,distance,dist_m
206479,43.696997204194496,3.4488537739534237,-0.18384416048610475,3,True,543.6479257074174
208979,43.69559389013632,3.455226681949019,-0.6838441604861047,4,True,547.9876820534115
207987,43.69543657627497,3.4527589378429755,-0.6838441604861047,4,True,556.6611999105955
207486,43.69535789716291,3.4515250702854523,-0.18384416048610475,3,True,587.0041502114742
207986,43.694538216038275,3.4528606599178278,-0.6838441604861047,4,True,654.7865700008452
207485,43.69445953833975,3.4516268112756765,-0.08384416048610466,3,True,680.853232513766
205973,43.69602012489192,3.4477216836755753,-0.18384416048610475,3,True,684.8790039523026
206477,43.69520049457627,3.4490573441641326,-0.08384416048610466,3,True,688.332406575365
208477,43.6937185165089,3.4541962105296795,-0.08384416048610466,3,True,743.4320307061117
208977,43.69379716321976,3.455430046250288,-0.5838441604861047,4,True,746.7557596513334
207985,43.69363985501091,3.4529623778053256,-0.08384416048610466,3,True,753.4449344252253
206476,43.69430213858098,3.4491591229845278,-0.3838441604861047,3,True,770.0751706205978
206968,43.693482487653824,3.450494721347575,-0.08384416048610466,3,True,810.8506107868471
205971,43.69422341652085,3.4479252833366254,-0.08384416048610466,3,True,829.249528054742
206475,43.69340378179484,3.4492608976152663,-0.08384416048610466,3,True,855.7395112050561
209931,43.69305604481078,3.457999364721225,-0.9838441604861048,4,True,886.5174779976971
211878,43.69516710527826,3.462731556900844,-0.6838441604861047,4,True,931.7172836843713
211385,43.69419017496543,3.4615992697780342,-0.5838441604861047,4,True,938.8952869240588
208976,43.692000433140834,3.455633393809219,-0.8838441604861047,4,True,946.1702444074759
210889,43.69321323189782,3.4604670192977283,-0.5838441604861047,4,True,967.0467688198149
209930,43.6921576765511,3.458100998580549,-0.6838441604861047,4,True,982.0963953751098
206966,43.691685768881,3.4506982202148935,-0.08384416048610466,3,True,997.988325823057
211877,43.6942687329524,3.4628331234646983,-0.5838441604861047,4,True,1003.0569878022202
210399,43.6922362760761,3.4593348054578454,-0.4838441604861048,4,True,1014.427168919751
206473,43.69160706584985,3.4494644343087377,-0.18384416048610475,3,True,1034.9005532975007
208475,43.69102342444301,3.4545012823306442,-0.7838441604861046,4,True,1043.7972971802897
205499,43.69234797096794,3.4468950674141956,-0.18384416048610475,3,True,1049.4274120322289
207481,43.690866095139384,3.452033733357738,-0.08384416048610466,3,True,1067.7598448121832
211383,43.6923934307656,3.4618024281929602,-0.8838441604861047,4,True,1103.623028858418
210398,43.69133790561384,3.4594364162203437,-0.5838441604861047,4,True,1107.975286641703
